7	a	bagel	with	cream	cheese	at1	nn1	iw	jj	nn1
6	the	continuing	relevance	of	the	at	jj	nn1	io	at
6	the	continuing	strength	of	the	at	jj	nn1	io	at
9	the	Continuing	Study	of	the	at	jj	nn1	io	at
8	the	controversial	nature	of	the	at	jj	nn1	io	at
5	The	Controversial	Story	of	Medicine	at	jj	nn1	io	nn1
18	the	Conventional	Forces	in	Europe	at	jj	nn2	ii	np1
7	the	conventional	wisdom	about	the	at	jj	nn1	ii	at
7	the	conventional	wisdom	has	been	at	jj	nn1	vhz	vbn
6	The	conventional	wisdom	has	been	at	jj	nn1	vhz	vbn
5	The	conventional	wisdom	holds	that	at	jj	nn1	vvz	cst
5	The	conventional	wisdom	in	the	at	jj	nn1	ii	at
8	the	conventional	wisdom	in	Washington	at	jj	nn1	ii	np1
5	The	conventional	wisdom	in	Washington	at	jj	nn1	ii	np1
35	The	conventional	wisdom	is	that	at	jj	nn1	vbz	cst
21	the	conventional	wisdom	is	that	at	jj	nn1	vbz	cst
5	The	conventional	wisdom	is	that	at	jj	nn1	vbz	dd1
5	the	conventional	wisdom	is	wrong	at	jj	nn1	vbz	jj
22	the	conventional	wisdom	of	the	at	jj	nn1	io	at
17	the	conventional	wisdom	that	the	at	jj	nn1	cst	at
10	the	conventional	wisdom	was	that	at	jj	nn1	vbdz	cst
8	The	conventional	wisdom	was	that	at	jj	nn1	vbdz	cst
10	the	convergent	validity	of	the	at	jj	nn1	io	at
17	the	cool	air	of	the	at	jj	nn1	io	at
5	the	cool	dampness	of	the	at	jj	nn1	io	at
10	the	cool	darkness	of	the	at	jj	nn1	io	at
7	the	cool	interior	of	the	at	jj	nn1	io	at
8	the	cool	metal	of	the	at	jj	nn1	io	at
6	the	cool	night	air	and	at	jj	nnt1	nn1	cc
5	the	cool	part	of	the	at	jj	nn1	io	at
9	the	cool	shade	of	the	at	jj	nn1	io	at
5	The	cool	thing	about	the	at	jj	nn1	ii	at
12	the	cool	thing	to	do	at	jj	nn1	to	vdi
5	the	cooled	jars	in	a	at	jj	nn2	ii	at1
9	the	cooperating	teacher	and	the	at	jj	nn1	cc	at
6	the	cooperative	efforts	of	the	at	jj	nn2	io	at
7	the	Cooperative	Institutional	Research	Program	at	jj	jj	nn1	nn1
15	the	corporal	works	of	mercy	at	jj	nn	io	nn1
5	the	corporate	alternative	minimum	tax	at	jj	jj	jj	nn1
8	the	corporate	average	fuel	economy	at	jj	jj	nn1	nn1
8	the	Corporate	Average	Fuel	Economy	at	jj	jj	nn1	nn1
5	the	corporate	culture	of	healthcare	at	jj	nn1	io	nn1
5	the	corporate	interests	of	the	at	jj	nn2	io	at
5	the	Corporate	World	to	Poverty	at	jj	nn1	ii	nn1
6	the	correct	answer	to	each	at	jj	nn1	ii	dd1
7	the	correct	answer	to	the	at	jj	nn1	ii	at
8	the	correct	course	of	action	at	jj	nn1	io	nn1
8	the	correct	interpretation	of	the	at	jj	nn1	io	at
5	the	correct	number	of	acceptances	at	jj	nn1	io	nn2
5	the	correct	number	of	titles	at	jj	nn1	io	nn2
6	the	correct	pronunciation	of	the	at	jj	nn1	io	at
8	the	correct	side	of	the	at	jj	nn1	io	at
14	the	correct	thing	to	do	at	jj	nn1	to	vdi
5	the	correct	thing	to	say	at	jj	nn1	to	vvi
9	the	correct	way	to	do	at	jj	nn1	to	vdi
5	the	correct	way	to	say	at	jj	nn1	to	vvi
5	the	correct	way	to	use	at	jj	nn1	to	vvi
5	the	correlational	nature	of	the	at	jj	nn1	io	at
8	the	corresponding	period	last	year	at	jj	nn1	md	nnt1
6	the	corrupting	influence	of	money	at	jj	nn1	io	nn1
7	the	corrupting	influence	of	the	at	jj	nn1	io	at
5	the	cosmic	microwave	background	is	at	jj	nn1	nn1	vbz
18	the	cosmic	microwave	background	radiation	at	jj	nn1	nn1	nn1
5	the	cosmic	scheme	of	things	at	jj	nn1	io	nn2
5	the	cost	of	crude	oil	at	nn1	io	jj	nn1
17	the	Council	of	Conservative	Citizens	at	nn1	io	jj	nn2
5	the	Courant	Institute	of	Mathematical	at	jj	nn1	io	jj
6	the	court	of	criminal	appeals	at	nn1	io	jj	nn2
5	the	Court	of	Criminal	Appeals	at	nn1	io	jj	nn2
15	the	coveted	Style	Invitational	Loser	at	jj	nn1	jj	nn1
6	the	cozy	relationship	between	the	at	jj	nn1	ii	at
9	The	Craggy	Hole	in	My	at	jj	nn1	ii	appge
9	the	cramped	confines	of	the	at	jj	nn2	io	at
6	the	cramped	quarters	of	the	at	jj	nn2	io	at
5	the	crazy	aunt	in	the	at	jj	nn1	ii	at
5	the	creative	process	as	a	at	jj	nn1	ii	at1
8	the	creative	suffering	of	the	at	jj	nn1	io	at
7	the	creative	writing	program	at	at	jj	nn1	nn1	ii
5	the	Creative	Writing	Program	at	at	jj	nn1	nn1	ii
7	the	criminal	charges	against	him	at	jj	nn2	ii	ppho1
19	the	criminal	division	of	the	at	jj	nn1	io	at
34	the	criminal	justice	system	and	at	jj	nn1	nn1	cc
5	The	criminal	justice	system	and	at	jj	nn1	nn1	cc
7	the	criminal	justice	system	are	at	jj	nn1	nn1	vbr
6	the	criminal	justice	system	as	at	jj	nn1	nn1	csa
6	the	criminal	justice	system	as	at	jj	nn1	nn1	ii
7	the	criminal	justice	system	at	at	jj	nn1	nn1	ii
10	the	criminal	justice	system	can	at	jj	nn1	nn1	vm
5	the	criminal	justice	system	could	at	jj	nn1	nn1	vm
5	the	criminal	justice	system	for	at	jj	nn1	nn1	if
10	the	criminal	justice	system	has	at	jj	nn1	nn1	vhz
25	the	criminal	justice	system	in	at	jj	nn1	nn1	ii
34	the	criminal	justice	system	is	at	jj	nn1	nn1	vbz
10	The	criminal	justice	system	is	at	jj	nn1	nn1	vbz
6	the	criminal	justice	system	of	at	jj	nn1	nn1	io
5	the	criminal	justice	system	or	at	jj	nn1	nn1	cc
6	the	criminal	justice	system	than	at	jj	nn1	nn1	csn
16	the	criminal	justice	system	that	at	jj	nn1	nn1	cst
24	the	criminal	justice	system	to	at	jj	nn1	nn1	to
6	the	criminal	justice	system	to	at	jj	nn1	nn1	ii
6	the	criminal	justice	system	was	at	jj	nn1	nn1	vbdz
5	the	criminal	justice	system	works	at	jj	nn1	nn1	vvz
5	the	criminal	nature	of	the	at	jj	nn1	io	at
8	the	criminal	provisions	of	the	at	jj	nn2	io	at
5	The	Crimson	Petal	and	the	at	jj	nn1	cc	at
5	the	crisp	set	and	Boolean	at	jj	nn1	cc	nn1
5	the	critical	aspects	of	the	at	jj	nn2	io	at
8	the	critical	elements	of	the	at	jj	nn2	io	at
6	the	critical	importance	of	the	at	jj	nn1	io	at
6	the	critical	nature	of	the	at	jj	nn1	io	at
7	The	critical	question	is	whether	at	jj	nn1	vbz	csw
6	the	critical	question	is	whether	at	jj	nn1	vbz	csw
9	the	critical	role	of	the	at	jj	nn1	io	at
7	the	critical	role	played	by	at	jj	nn1	vvn	ii
5	the	critical	social	theory	of	at	jj	jj	nn1	io
5	the	critical	thing	here	is	at	jj	nn1	rl	vbz
7	the	critical	thing	is	that	at	jj	nn1	vbz	cst
8	the	critical	thinking	disposition	construct	at	jj	nn1	nn1	vv0
5	the	critical	thinking	skills	necessary	at	jj	nn1	nn2	jj
5	The	Crooked	Timber	of	Humanity	at	jj	nn1	io	nn1
12	the	cross-sectional	area	of	the	at	jj	nn1	io	at
7	the	cross-sectional	design	of	the	at	jj	nn1	io	at
5	the	cross-sectional	design	of	this	at	jj	nn1	io	dd1
13	the	cross-sectional	nature	of	the	at	jj	nn1	io	at
5	the	cross-sectional	nature	of	this	at	jj	nn1	io	dd1
5	the	crowded	streets	of	the	at	jj	nn2	io	at
6	the	crowned	heads	of	Europe	at	jj	nn2	io	np1
9	the	crowning	achievement	of	a	at	jj	nn1	io	at1
7	the	crowning	achievement	of	the	at	jj	nn1	io	at
5	the	crucial	issue	of	the	at	jj	nn1	io	at
5	The	crucial	question	is	whether	at	jj	nn1	vbz	csw
5	the	crucial	question	of	how	at	jj	nn1	io	rrq
5	the	crucial	question	of	whether	at	jj	nn1	io	csw
13	the	crucial	role	of	the	at	jj	nn1	io	at
9	the	crucial	role	played	by	at	jj	nn1	vvn	ii
5	the	crude	oil	and	natural	at	jj	nn1	cc	jj
5	the	cruel	and	unusual	punishment	at	jj	cc	jj	nn1
11	the	Cruel	and	Unusual	Punishments	at	jj	cc	jj	nn2
5	the	CSI	Process	was	implemented	at	jj	nn1	vbdz	vvn
12	the	Cuban	American	National	Foundation	at	jj	jj	jj	nn1
11	the	Cuban	exile	community	in	at	jj	nn1	nn1	ii
11	the	Cuban	missile	crisis	and	at	jj	nn1	nn1	cc
18	the	Cuban	missile	crisis	in	at	jj	nn1	nn1	ii
6	the	Cuban	Missile	Crisis	was	at	jj	nn1	nn1	vbdz
5	the	Cuban	national	baseball	team	at	jj	jj	nn1	nn1
15	the	Culinary	Institute	of	America	at	jj	nn1	io	np1
5	the	cultural	and	historical	context	at	jj	cc	jj	nn1
11	the	cultural	background	of	the	at	jj	nn1	io	at
7	the	cultural	capital	of	the	at	jj	nn1	io	at
16	the	cultural	context	in	which	at	jj	nn1	ii	ddq
9	the	cultural	context	of	the	at	jj	nn1	io	at
10	the	cultural	diversity	of	the	at	jj	nn1	io	at
6	the	cultural	hegemony	of	the	at	jj	nn1	io	at
12	the	cultural	heritage	of	the	at	jj	nn1	io	at
15	the	cultural	history	of	the	at	jj	nn1	io	at
7	the	cultural	identity	of	the	at	jj	nn1	io	at
7	the	cultural	implications	of	the	at	jj	nn2	io	at
6	the	cultural	landscape	of	the	at	jj	nn1	io	at
19	the	cultural	life	of	the	at	jj	nn1	io	at
6	the	Cultural	Logic	of	Late	at	jj	nn1	io	jj
5	the	cultural	milieu	in	which	at	jj	nn1	ii	ddq
5	the	cultural	model	of	the	at	jj	nn1	io	at
6	the	cultural	norms	of	the	at	jj	nn2	io	at
6	the	cultural	politics	of	the	at	jj	nn1	io	at
5	the	cultural	resources	of	the	at	jj	nn2	io	at
6	the	cultural	significance	of	the	at	jj	nn1	io	at
11	the	cultural	traditions	of	the	at	jj	nn2	io	at
5	the	cultural	values	of	the	at	jj	nn2	io	at
5	the	cultural	world	of	the	at	jj	nn1	io	at
5	the	cumulating	series	of	price	at	jj	nn	io	nn1
12	the	cumulative	effect	of	all	at	jj	nn1	io	db
13	the	cumulative	effect	of	the	at	jj	nn1	io	at
9	The	cumulative	effect	of	these	at	jj	nn1	io	dd2
6	the	cumulative	impact	of	the	at	jj	nn1	io	at
6	the	CUNY	Board	of	Trustees	at	jj	nn1	io	nn2
37	The	Curious	Case	of	Benjamin	at	jj	nn1	io	np1
7	The	Curious	Incident	of	the	at	jj	nn1	io	at
5	the	curious	thing	is	that	at	jj	nn1	vbz	cst
6	the	current	account	deficit	is	at	jj	nn1	nn1	vbz
5	the	current	administration	and	the	at	jj	nn1	cc	at
14	the	current	chairman	of	the	at	jj	nn1	io	at
8	the	current	collective	bargaining	agreement	at	jj	jj	nn1	nn1
8	the	current	collective	bargaining	agreement	at	jj	jj	nn1	nn1
5	the	current	composition	of	the	at	jj	nn1	io	at
8	the	current	condition	of	the	at	jj	nn1	io	at
16	the	current	crisis	in	the	at	jj	nn1	ii	at
5	the	current	debate	over	the	at	jj	nn1	ii	at
11	the	current	director	of	the	at	jj	nn1	io	at
6	the	current	economic	crisis	is	at	jj	jj	nn1	vbz
13	the	current	edition	of	the	at	jj	nn1	io	at
8	the	current	edition	of	The	at	jj	nn1	io	at
5	the	current	emphasis	on	the	at	jj	nn1	ii	at
8	the	current	fiscal	year	and	at	jj	jj	nnt1	cc
5	the	current	fiscal	year	is	at	jj	jj	nnt1	vbz
5	the	current	focus	is	on	at	jj	nn1	vbz	ii
18	the	current	head	of	the	at	jj	nn1	io	at
5	the	current	health	care	reform	at	jj	nn1	nn1	nn1
12	the	current	health	care	system	at	jj	nn1	nn1	nn1
5	the	current	incarnation	of	the	at	jj	nn1	io	at
5	the	current	input	and	the	at	jj	nn1	cc	at
9	the	current	investigation	was	to	at	jj	nn1	vbdz	to
7	the	current	issue	of	Foreign	at	jj	nn1	io	jj
31	the	current	issue	of	the	at	jj	nn1	io	at
16	the	current	issue	of	The	at	jj	nn1	io	at
5	the	current	leader	of	the	at	jj	nn1	io	at
6	the	current	market	price	of	at	jj	nn1	nn1	io
8	the	current	market	value	of	at	jj	nn1	nn1	io
5	the	current	mayor	of	New	at	jj	nn1	io	np1
8	the	current	members	of	the	at	jj	nn2	io	at
11	the	current	occupant	of	the	at	jj	nn1	io	at
9	the	current	phase	of	the	at	jj	nn1	io	at
5	The	current	plan	calls	for	at	jj	nn1	vvz	if
6	The	current	plan	is	to	at	jj	nn1	vbz	to
5	the	current	political	situation	in	at	jj	jj	nn1	ii
7	the	current	position	of	the	at	jj	nn1	io	at
5	the	current	practices	of	the	at	jj	nn2	io	at
37	the	current	president	of	the	at	jj	nn1	io	at
5	the	current	public	school	system	at	jj	jj	nn1	nn1
5	the	current	rate	of	consumption	at	jj	nn1	io	nn1
5	the	current	rate	of	inflation	at	jj	nn1	io	nn1
5	the	current	relationship	between	the	at	jj	nn1	ii	at
5	the	current	research	is	to	at	jj	nn1	vbz	to
10	the	current	research	was	to	at	jj	nn1	vbdz	to
1200	the	current	results	set	q!	at	jj	nn2	vv0	q!
6	the	current	results	suggest	that	at	jj	nn2	vv0	cst
8	the	current	situation	in	Iraq	at	jj	nn1	ii	np1
13	the	current	situation	in	the	at	jj	nn1	ii	at
6	the	current	situation	is	not	at	jj	nn1	vbz	xx
8	the	current	situation	is	that	at	jj	nn1	vbz	cst
5	the	current	situation	of	the	at	jj	nn1	io	at
5	the	current	situation	on	the	at	jj	nn1	ii	at
6	the	current	size	of	the	at	jj	nn1	io	at
48	the	current	state	of	affairs	at	jj	nn1	io	nn2
5	the	current	state	of	health	at	jj	nn1	io	nn1
23	the	current	state	of	knowledge	at	jj	nn1	io	nn1
10	the	current	state	of	our	at	jj	nn1	io	appge
7	the	current	state	of	play	at	jj	nn1	io	nn1
9	the	current	state	of	research	at	jj	nn1	io	nn1
5	the	current	state	of	scientific	at	jj	nn1	io	jj
113	the	current	state	of	the	at	jj	nn1	io	at
7	The	current	state	of	the	at	jj	nn1	io	at
24	the	current	status	of	the	at	jj	nn1	io	at
5	the	current	strength	of	the	at	jj	nn1	io	at
5	the	current	study	and	the	at	jj	nn1	cc	at
5	The	current	study	attempted	to	at	jj	nn1	vvd	to
18	the	current	study	did	not	at	jj	nn1	vdd	xx
5	the	current	study	do	not	at	jj	nn1	vd0	xx
6	The	current	study	examined	the	at	jj	nn1	vvd	at
10	The	current	study	examines	the	at	jj	nn1	vvz	at
7	the	current	study	found	that	at	jj	nn1	vvd	cst
6	the	current	study	indicate	that	at	jj	nn1	vv0	cst
7	The	current	study	investigated	the	at	jj	nn1	vvd	at
5	The	current	study	is	a	at	jj	nn1	vbz	at1
6	the	current	study	is	based	at	jj	nn1	vbz	vvn
9	the	current	study	is	that	at	jj	nn1	vbz	cst
13	the	current	study	is	the	at	jj	nn1	vbz	at
19	the	current	study	is	to	at	jj	nn1	vbz	to
8	the	current	study	may	be	at	jj	nn1	vm	vbi
6	the	current	study	may	have	at	jj	nn1	vm	vhi
8	the	current	study	should	be	at	jj	nn1	vm	vbi
8	The	current	study	sought	to	at	jj	nn1	vvd	to
17	the	current	study	suggest	that	at	jj	nn1	vv0	cst
5	the	current	study	support	the	at	jj	nn1	vv0	at
5	The	current	study	utilized	a	at	jj	nn1	vvd	at1
5	the	current	study	was	conducted	at	jj	nn1	vbdz	vvn
11	The	current	study	was	designed	at	jj	nn1	vbdz	vvn
7	the	current	study	was	that	at	jj	nn1	vbdz	cst
5	the	current	study	was	the	at	jj	nn1	vbdz	at
68	the	current	study	was	to	at	jj	nn1	vbdz	to
9	the	current	system	is	not	at	jj	nn1	vbz	xx
7	the	current	system	of	life	at	jj	nn1	io	nn1
6	The	current	tax	rate	is	at	jj	nn1	nn1	vbz
12	the	current	value	of	the	at	jj	nn1	io	at
13	the	current	version	of	the	at	jj	nn1	io	at
8	The	current	version	of	the	at	jj	nn1	io	at
12	the	current	war	in	Iraq	at	jj	nn1	ii	np1
5	the	current	war	on	terrorism	at	jj	nn1	ii	nn1
5	the	cute	guy	in	the	at	jj	nn1	ii	at
5	The	Cycle	of	Celestial	Objects	at	nn1	io	jj	nn2
13	the	cyclical	nature	of	the	at	jj	nn1	io	at
7	the	Czech	Republic	and	Poland	at	jj	nn1	cc	np1
5	The	Death	of	Common	Sense	at	nn1	io	jj	nn1
32	the	Democratic	Congressional	Campaign	Committee	at	jj	jj	nn1	nn1
6	the	Development	of	Christian	Doctrine	at	nn1	io	jj	nn1
9	the	development	of	civil	society	at	nn1	io	jj	nn1
5	the	development	of	conceptual	understanding	at	nn1	io	jj	nn1
8	the	development	of	critical	thinking	at	nn1	io	jj	nn1
5	the	development	of	critical-thinking	skills	at	nn1	io	jj	nn2
44	the	director	of	Central	Intelligence	at	nn1	io	jj	nn1
33	the	director	of	central	intelligence	at	nn1	io	jj	nn1
21	the	Director	of	Central	Intelligence	at	nn1	io	jj	nn1
10	the	disclosure	of	classified	information	at	nn1	io	jj	nn1
5	the	early	civil	rights	movement	at	jj	jj	nn2	nn1
15	the	effects	of	corporal	punishment	at	nn2	io	jj	nn1
7	the	emergence	of	civil	society	at	nn1	io	jj	nn1
7	the	end	of	colonial	rule	at	nn1	io	jj	nn1
6	the	enforcement	of	civil	rights	at	nn1	io	jj	nn2
6	the	entire	criminal	justice	system	at	jj	jj	nn1	nn1
5	the	erosion	of	civil	liberties	at	nn1	io	jj	nn2
6	the	European	Central	Bank	and	at	jj	jj	nn1	cc
5	the	European	Central	Bank	has	at	jj	jj	nn1	vhz
9	the	face	of	conventional	wisdom	at	nn1	io	jj	nn1
5	the	federal	and	constitutional	issues	at	jj	cc	jj	nn2
9	the	Federal	Correctional	Institution	in	at	jj	jj	nn1	ii
67	the	Federal	Rules	of	Civil	at	jj	nn2	io	jj
9	The	Federal	Rules	of	Civil	at	jj	nn2	io	jj
6	the	federal	rules	of	civil	at	jj	nn2	io	jj
8	the	Federal	Rules	of	Criminal	at	jj	nn2	io	jj
5	the	field	of	civil-military	relations	at	nn1	io	jj	nn2
7	the	field	of	cognitive	psychology	at	nn1	io	jj	nn1
7	the	fight	for	civil	rights	at	nn1	if	jj	nn2
6	The	financial	statements	include	certain	at	jj	nn2	vv0	jj
5	the	first	civilian	president	in	at	md	jj	nn1	ii
5	the	first	close-up	images	of	at	md	jj	nn2	io
6	the	first	close-up	pictures	of	at	md	jj	nn2	io
5	the	first	comprehensive	review	of	at	md	jj	nn1	io
6	the	first	comprehensive	study	of	at	md	jj	nn1	io
5	the	first	comprehensive	survey	of	at	md	jj	nn1	io
6	the	fish	had	chlordane	levels	at	nn	vhd	jj	nn2
6	the	five	Central	Asian	republics	at	mc	jj	jj	nn2
5	the	focus	of	considerable	research	at	nn1	io	jj	nn1
6	the	Foreign	Corrupt	Practices	Act	at	jj	jj	nn2	vv0
5	the	former	chief	economist	of	at	da	jj	nn1	io
46	the	former	chief	executive	of	at	da	jj	nn1	io
9	the	former	chief	executive	officer	at	da	jj	nn1	nn1
14	the	former	chief	financial	officer	at	da	jj	jj	nn1
10	the	founder	and	chief	executive	at	nn1	cc	jj	nn1
5	the	giant	home	and	commercial	at	jj	nn1	cc	jj
8	the	growth	of	civil	society	at	nn1	io	jj	nn1
8	the	hazard	analysis	critical	control	at	nn1	nn1	jj	nn1
6	the	head	at	close	range	at	nn1	ii	jj	nn1
8	the	heart	and	circulatory	system	at	nn1	cc	jj	nn1
5	the	heavy	and	chemical	industries	at	jj	cc	jj	nn2
11	the	highly	competitive	world	of	at	rr	jj	nn1	io
8	the	historical	and	cultural	context	at	jj	cc	jj	nn1
5	the	history	of	Christian-Muslim	relations	at	nn1	io	jj	nn2
6	the	human	mind	is	capable	at	jj	nn1	vbz	jj
8	the	idea	of	collective	security	at	nn1	io	jj	nn1
5	the	immigration	of	Chinese	women	at	nn1	io	jj	nn2
5	the	importance	of	central	issues	at	nn1	io	jj	nn2
6	the	imposition	of	colonial	rule	at	nn1	io	jj	nn1
16	the	institutions	of	civil	society	at	nn2	io	jj	nn1
5	the	International	Criminal	Court	in	at	jj	jj	nn1	ii
41	the	International	Criminal	Tribunal	for	at	jj	jj	nn1	if
6	The	International	Criminal	Tribunal	for	at	jj	jj	nn1	if
5	the	Iraqi	Civil	Defense	Corps	at	jj	jj	nn1	nn
5	the	issue	of	Christian	persecution	at	nn1	io	jj	nn1
12	the	issue	of	civil	rights	at	nn1	io	jj	nn2
5	the	Jewish	and	Christian	traditions	at	jj	cc	jj	nn2
5	the	largest	Christian	denomination	in	at	jjt	jj	nn1	ii
5	the	Largest	Covert	Operation	in	at	jjt	jj	nn1	ii
8	the	last	common	ancestor	of	at	md	jj	nn1	io
7	the	late	civil	rights	leader	at	jj	jj	nn2	nn1
6	the	League	of	Conservation	Voters	at	nn1	io	jj	nn2
5	the	leaking	of	classified	information	at	nn1	io	jj	nn1
7	the	left	internal	carotid	artery	at	jj	jj	jj	nn1
5	the	legal	system	encourages	conflicting	at	jj	nn1	vvz	jj
6	the	level	of	civilian	control	at	nn1	io	jj	nn1
6	the	level	of	conscious	awareness	at	nn1	io	jj	nn1
8	the	likelihood	of	coital	debut	at	nn1	io	jj	nn1
8	the	lives	of	countless	others	at	nn2	io	jj	nn2
6	the	lives	of	countless	people	at	nn2	io	jj	nn
6	the	loss	of	civilian	life	at	nn1	io	jj	nn1
7	the	lowest	common	denominator	and	at	jjt	jj	nn1	cc
8	the	lowest	common	denominator	in	at	jjt	jj	nn1	ii
16	the	lowest	common	denominator	of	at	jjt	jj	nn1	io
9	the	Matter	of	Certain	Softwood	at	nn1	io	jj	nn1
7	the	maximum	number	of	critical	at	jj	nn1	io	jj
5	the	Medellin	and	Cali	cartels	at	np1	cc	jj	nn2
5	the	Mexican	and	Canadian	borders	at	jj	cc	jj	nn2
5	the	middle	cranial	fossa	approach	at	jj	jj	nn1	nn1
6	the	midst	of	civil	war	at	nn1	io	jj	nn1
19	the	mixture	resembles	coarse	meal	at	nn1	vvz	jj	nn1
6	the	mode	of	causal	efficacy	at	nn1	io	jj	nn1
23	the	modern	civil	rights	movement	at	jj	jj	nn2	nn1
6	the	more	common	form	of	at	rgr	jj	nn1	io
5	the	more	common	forms	of	at	rgr	jj	nn2	io
5	the	more	conservative	elements	of	at	rgr	jj	nn2	io
11	the	more	conservative	members	of	at	rgr	jj	nn2	io
6	the	more	controversial	aspects	of	at	rgr	jj	nn2	io
8	the	most	challenging	aspect	of	at	rgt	jj	nn1	io
8	the	most	challenging	aspects	of	at	rgt	jj	nn2	io
12	the	most	challenging	part	of	at	rgt	jj	nn1	io
6	The	most	challenging	part	of	at	rgt	jj	nn1	io
7	the	most	common	cancer	among	at	rgt	jj	nn1	ii
14	the	most	common	cancer	in	at	rgt	jj	nn1	ii
97	the	most	common	cause	of	at	rgt	jj	nn1	io
21	The	most	common	cause	of	at	rgt	jj	nn1	io
36	the	most	common	causes	of	at	rgt	jj	nn2	io
8	The	most	common	causes	of	at	rgt	jj	nn2	io
7	the	most	common	complication	of	at	rgt	jj	nn1	io
5	The	most	common	explanation	for	at	rgt	jj	nn1	if
93	the	most	common	form	of	at	rgt	jj	nn1	io
22	The	most	common	form	of	at	rgt	jj	nn1	io
20	the	most	common	forms	of	at	rgt	jj	nn2	io
18	the	most	common	kind	of	at	rgt	jj	nn1	io
9	the	most	common	means	of	at	rgt	jj	nn	io
6	The	most	common	method	is	at	rgt	jj	nn1	vbz
12	the	most	common	method	of	at	rgt	jj	nn1	io
5	The	most	common	method	of	at	rgt	jj	nn1	io
5	the	most	common	methods	of	at	rgt	jj	nn2	io
6	The	most	common	mistake	people	at	rgt	jj	nn1	nn
5	The	most	common	presenting	symptom	at	rgt	jj	nn1	nn1
5	The	most	common	problem	is	at	rgt	jj	nn1	vbz
5	The	most	common	problem	with	at	rgt	jj	nn1	iw
21	the	most	common	reason	for	at	rgt	jj	nn1	if
18	The	most	common	reason	for	at	rgt	jj	nn1	if
7	the	most	common	reason	that	at	rgt	jj	nn1	cst
12	the	most	common	reasons	for	at	rgt	jj	nn2	if
6	The	most	common	reasons	for	at	rgt	jj	nn2	if
5	the	most	common	reasons	people	at	rgt	jj	nn2	nn
6	the	most	common	response	was	at	rgt	jj	nn1	vbdz
5	The	most	common	response	was	at	rgt	jj	nn1	vbdz
5	the	most	common	side	effect	at	rgt	jj	nn1	nn1
15	the	most	common	site	of	at	rgt	jj	nn1	io
10	The	most	common	sites	of	at	rgt	jj	nn2	io
15	the	most	common	source	of	at	rgt	jj	nn1	io
8	The	most	common	source	of	at	rgt	jj	nn1	io
10	the	most	common	sources	of	at	rgt	jj	nn2	io
5	the	most	common	surgical	procedure	at	rgt	jj	jj	nn1
5	The	most	common	symptom	is	at	rgt	jj	nn1	vbz
5	The	most	common	symptom	of	at	rgt	jj	nn1	io
7	The	most	common	type	is	at	rgt	jj	nn1	vbz
91	the	most	common	type	of	at	rgt	jj	nn1	io
28	The	most	common	type	of	at	rgt	jj	nn1	io
31	the	most	common	types	of	at	rgt	jj	nn2	io
9	The	most	common	types	of	at	rgt	jj	nn2	io
9	The	most	common	way	of	at	rgt	jj	nn1	io
12	the	most	common	way	to	at	rgt	jj	nn1	to
11	The	most	common	way	to	at	rgt	jj	nn1	to
5	the	most	common	ways	that	at	rgt	jj	nn2	cst
5	the	most	compelling	evidence	for	at	rgt	jj	nn1	if
8	the	most	compelling	reason	for	at	rgt	jj	nn1	if
7	the	most	compelling	reason	to	at	rgt	jj	nn1	to
6	the	most	compelling	reasons	to	at	rgt	jj	nn2	to
6	the	most	complete	collection	of	at	rgt	jj	nn1	io
5	the	most	complete	picture	of	at	rgt	jj	nn1	io
5	the	most	complete	set	of	at	rgt	jj	nn1	io
5	the	most	comprehensive	analysis	of	at	rgt	jj	nn1	io
5	the	most	comprehensive	collection	of	at	rgt	jj	nn1	io
5	the	most	comprehensive	studies	of	at	rgt	jj	nn2	io
5	the	most	comprehensive	study	ever	at	rgt	jj	nn1	rr
13	the	most	comprehensive	study	of	at	rgt	jj	nn1	io
5	the	most	conservative	elements	of	at	rgt	jj	nn2	io
11	the	most	conservative	member	of	at	rgt	jj	nn1	io
12	the	most	conservative	members	of	at	rgt	jj	nn2	io
6	the	most	consistent	predictor	of	at	rgt	jj	nn1	io
10	the	most	contentious	issue	in	at	rgt	jj	nn1	ii
9	the	most	contentious	issues	in	at	rgt	jj	nn2	ii
10	the	most	controversial	aspect	of	at	rgt	jj	nn1	io
6	The	most	controversial	aspect	of	at	rgt	jj	nn1	io
11	the	most	controversial	aspects	of	at	rgt	jj	nn2	io
7	the	most	controversial	elements	of	at	rgt	jj	nn2	io
6	the	most	controversial	figures	in	at	rgt	jj	nn2	ii
