15	a	baby	grand	piano	at1	nn1	jj	nn1
31	there	is	growing	concern	ex	vbz	jj	nn1
36	there	is	growing	evidence	ex	vbz	jj	nn1
27	There	is	growing	evidence	ex	vbz	jj	nn1
12	there	is	growing	interest	ex	vbz	jj	nn1
12	there	is	growing	recognition	ex	vbz	jj	nn1
26	there	is	increasing	evidence	ex	vbz	jj	nn1
19	There	is	increasing	evidence	ex	vbz	jj	nn1
17	there	is	insufficient	evidence	ex	vbz	jj	nn1
13	there	is	limited	research	ex	vbz	jj	nn1
12	there	is	new	evidence	ex	vbz	jj	nn1
14	there	is	other	evidence	ex	vbz	jj	nn1
15	there	is	overwhelming	evidence	ex	vbz	jj	nn1
13	there	is	scant	evidence	ex	vbz	jj	nn1
32	there	is	still	room	ex	vbz	jj	nn1
66	there	is	still	time	ex	vbz	jj	nnt1
21	There	is	still	time	ex	vbz	jj	nnt1
45	there	is	strong	evidence	ex	vbz	jj	nn1
24	There	is	strong	evidence	ex	vbz	jj	nn1
13	There	is	strong	support	ex	vbz	jj	nn1
19	there	is	substantial	evidence	ex	vbz	jj	nn1
18	There	is	substantial	evidence	ex	vbz	jj	nn1
23	there	is	sufficient	evidence	ex	vbz	jj	nn1
15	there	is	wide	agreement	ex	vbz	jj	nn1
25	there	is	widespread	agreement	ex	vbz	jj	nn1
13	there	some	other	way	ex	dd	jj	nn1
22	there	the	other	day	rl	at	jj	nnt1
43	there	the	whole	time	rl	at	jj	nnt1
12	There	was	general	agreement	ex	vbdz	jj	nn1
16	there	was	good	news	ex	vbdz	jj	nn1
24	there	was	good	reason	ex	vbdz	jj	nn1
41	there	was	insufficient	evidence	ex	vbdz	jj	nn1
41	there	was	little	chance	ex	vbdz	jj	nn1
19	there	was	little	difference	ex	vbdz	jj	nn1
30	there	was	little	evidence	ex	vbdz	jj	nn1
16	there	was	little	interest	ex	vbdz	jj	nn1
13	there	was	little	likelihood	ex	vbdz	jj	nn1
14	there	was	little	question	ex	vbdz	jj	nn1
18	there	was	little	reason	ex	vbdz	jj	nn1
16	there	was	little	room	ex	vbdz	jj	nn1
25	there	was	only	silence	ex	vbdz	jj	nn1
16	there	was	sufficient	evidence	ex	vbdz	jj	nn1
26	there	were	certain	things	ex	vbdr	jj	nn2
15	there	were	other	factors	ex	vbdr	jj	nn2
12	there	were	other	issues	ex	vbdr	jj	nn2
62	there	were	other	people	ex	vbdr	jj	nn
28	There	were	other	people	ex	vbdr	jj	nn
12	there	were	other	problems	ex	vbdr	jj	nn2
24	there	were	other	reasons	ex	vbdr	jj	nn2
65	there	were	other	things	ex	vbdr	jj	nn2
40	There	were	other	things	ex	vbdr	jj	nn2
19	there	were	other	ways	ex	vbdr	jj	nn2
15	there	were	other	women	ex	vbdr	jj	nn2
14	there	were	serious	problems	ex	vbdr	jj	nn2
113	there	were	significant	differences	ex	vbdr	jj	nn2
48	There	were	significant	differences	ex	vbdr	jj	nn2
12	these	and	other	areas	dd2	cc	jj	nn2
12	these	and	other	cases	dd2	cc	jj	nn2
20	these	and	other	factors	dd2	cc	jj	nn2
34	these	and	other	issues	dd2	cc	jj	nn2
43	these	and	other	questions	dd2	cc	jj	nn2
27	these	and	other	reasons	dd2	cc	jj	nn2
14	these	and	other	studies	dd2	cc	jj	nn2
13	these	and	other	ways	dd2	cc	jj	nn2
12	These	are	difficult	times	dd2	vbr	jj	nnt2
12	These	are	good	people	dd2	vbr	jj	nn
13	these	are	hard	times	dd2	vbr	jj	nnt2
12	These	are	hard	times	dd2	vbr	jj	nnt2
13	These	are	human	beings	dd2	vbr	jj	nn2
19	These	are	tough	times	dd2	vbr	jj	nnt2
14	these	are	tough	times	dd2	vbr	jj	nnt2
24	these	different	kinds	of	dd2	jj	nn2	io
38	these	different	types	of	dd2	jj	nn2	io
14	these	difficult	economic	times	dd2	jj	jj	nnt2
14	these	little	pieces	of	dd2	jj	nn2	io
15	these	new	forms	of	dd2	jj	nn2	io
17	these	other	people	are	dd2	jj	nn	vbr
18	these	other	people	who	dd2	jj	nn	pnqs
26	these	other	things	that	dd2	jj	nn2	cst
18	these	past	couple	of	dd2	jj	nn1	io
16	these	three	young	men	dd2	mc	jj	nn2
25	these	tough	economic	times	dd2	jj	jj	nnt2
33	these	two	young	men	dd2	mc	jj	nn2
14	these	two	young	women	dd2	mc	jj	nn2
62	these	young	men	and	dd2	jj	nn2	cc
17	these	young	men	are	dd2	jj	nn2	vbr
14	these	young	men	were	dd2	jj	nn2	vbdr
16	these	young	men	who	dd2	jj	nn2	pnqs
18	these	young	people	and	dd2	jj	nn	cc
39	these	young	people	are	dd2	jj	nn	vbr
16	These	young	people	are	dd2	jj	nn	vbr
12	these	young	people	have	dd2	jj	nn	vh0
17	these	young	people	to	dd2	jj	nn	to
18	these	young	people	who	dd2	jj	nn	pnqs
16	they	are	good	people	pphs2	vbr	jj	nn
22	they	are	human	beings	pphs2	vbr	jj	nn2
22	they	have	good	reason	pphs2	vh0	jj	nn1
13	they	have	nuclear	weapons	pphs2	vh0	jj	nn2
12	they	leave	high	school	pphs2	vv0	jj	nn1
17	they	were	good	people	pphs2	vbdr	jj	nn
30	they	were	old	friends	pphs2	vbdr	jj	nn2
12	thick	black	hair	and	jj	jj	nn1	cc
20	thick	layer	of	dust	jj	nn1	io	nn1
12	thin	layer	of	dust	jj	nn1	io	nn1
13	thin	layer	of	the	jj	nn1	io	at
21	thin	man	with	a	jj	nn1	iw	at1
35	thing	since	sliced	bread	nn1	cs	jj	nn1
21	things	a	certain	way	nn2	at1	jj	nn1
15	things	a	little	bit	nn2	at1	jj	nn1
15	things	at	different	times	nn2	ii	jj	nnt2
27	things	for	other	people	nn2	if	jj	nn
51	things	that	other	people	nn2	cst	jj	nn
18	things	the	hard	way	nn2	at	jj	nn1
12	things	the	old-fashioned	way	nn2	at	jj	nn1
48	things	the	right	way	nn2	at	jj	nn1
80	things	to	different	people	nn2	ii	jj	nn
14	think	a	big	part	vv0	at1	jj	nn1
13	think	a	great	deal	vv0	at1	jj	nn1
13	think	a	large	part	vv0	at1	jj	nn1
32	think	a	little	bit	vv0	at1	jj	nn1
18	think	a	little	bit	vvi	at1	jj	nn1
13	think	about	other	things	vvi	ii	jj	nn2
14	think	an	awful	lot	vv0	at1	jj	nn1
20	think	in	new	ways	vvi	ii	jj	nn2
22	think	of	other	things	vvi	io	jj	nn2
509	think	the	American	people	vv0	at	jj	nn
118	think	the	American	people	vvi	at	jj	nn
83	think	the	American	public	vv0	at	jj	nn1
23	think	the	American	public	vvi	at	jj	nn1
14	think	the	big	issue	vv0	at	jj	nn1
13	think	the	big	problem	vv0	at	jj	nn1
23	think	the	big	question	vv0	at	jj	nn1
101	think	the	bottom	line	vv0	at	jj	nn1
16	think	the	critical	thing	vv0	at	jj	nn1
22	think	the	Democratic	Party	vv0	at	jj	nn1
45	think	the	federal	government	vv0	at	jj	nn1
18	think	the	federal	government	vvi	at	jj	nn1
16	think	the	good	news	vv0	at	jj	nn1
22	think	the	important	point	vv0	at	jj	nn1
149	think	the	important	thing	vv0	at	jj	nn1
37	think	the	interesting	thing	vv0	at	jj	nn1
16	think	the	international	community	vv0	at	jj	nn1
34	think	the	key	thing	vv0	at	jj	nn1
22	think	the	main	reason	vv0	at	jj	nn1
54	think	the	main	thing	vv0	at	jj	nn1
22	think	the	only	reason	vv0	at	jj	nn1
68	think	the	only	thing	vv0	at	jj	nn1
84	think	the	only	way	vv0	at	jj	nn1
74	think	the	other	thing	vv0	at	jj	nn1
37	think	the	real	issue	vv0	at	jj	nn1
38	think	the	real	problem	vv0	at	jj	nn1
53	think	the	real	question	vv0	at	jj	nn1
15	think	the	real	reason	vv0	at	jj	nn1
39	think	the	Supreme	Court	vv0	at	jj	nn1
22	think	the	United	Nations	vv0	at	jj	nn2
32	think	the	vast	majority	vv0	at	jj	nn1
32	think	the	vice	president	vv0	at	jj	nn1
13	think	the	whole	country	vv0	at	jj	nn1
57	think	the	whole	thing	vv0	at	jj	nn1
18	think	the	whole	world	vv0	at	jj	nn1
16	think	this	whole	thing	vv0	dd1	jj	nn1
20	thinking	about	other	things	vvg	ii	jj	nn2
18	thinly	sliced	green	onion	rr	jj	jj	nn1
37	thinly	sliced	green	onions	rr	jj	jj	nn2
39	thinly	sliced	red	onion	rr	jj	jj	nn1
13	third	consecutive	year	of	md	jj	nnt1	io
19	Third	International	Mathematics	and	md	jj	nn1	cc
26	third	leading	cause	of	md	jj	nn1	io
15	third	straight	year	of	md	jj	nnt1	io
16	this	a	bad	time	dd1	at1	jj	nnt1
24	this	a	good	idea	dd1	at1	jj	nn1
24	this	a	good	thing	dd1	at1	jj	nn1
45	this	a	good	time	dd1	at1	jj	nnt1
84	this	a	little	bit	dd1	at1	jj	nn1
100	this	a	long	time	dd1	at1	jj	nnt1
12	this	and	future	generations	dd1	cc	jj	nn2
21	this	and	other	issues	dd1	cc	jj	nn2
16	this	and	other	reasons	dd1	cc	jj	nn2
26	this	article	private	collection	dd1	nn1	jj	nn1
43	this	brave	new	world	dd1	jj	jj	nn1
24	this	brief	commercial	break	dd1	jj	jj	nn1
31	this	brief	station	break	dd1	jj	nn1	nn1
36	this	early	stage	of	dd1	jj	nn1	io
12	this	every	single	day	dd1	at1	jj	nnt1
12	this	exploratory	study	was	dd1	jj	nn1	vbdz
17	this	fiscal	year	and	dd1	jj	nnt1	cc
23	this	great	country	of	dd1	jj	nn1	io
17	this	great	sense	of	dd1	jj	nn1	io
12	this	growing	body	of	dd1	jj	nn1	io
22	This	has	important	implications	dd1	vhz	jj	nn2
23	this	high	level	of	dd1	jj	nn1	io
13	this	huge	amount	of	dd1	jj	nn1	io
22	This	is	bad	news	dd1	vbz	jj	nn1
788	This	is	FRESH	AIR	dd1	vbz	jj	nn1
159	this	is	FRESH	AIR	dd1	vbz	jj	nn1
33	This	is	Fresh	Air	dd1	vbz	jj	nn1
60	This	is	good	news	dd1	vbz	jj	nn1
53	this	is	good	news	dd1	vbz	jj	nn1
16	This	is	good	stuff	dd1	vbz	jj	nn1
13	This	is	great	news	dd1	vbz	jj	nn1
12	this	is	great	stuff	dd1	vbz	jj	nn1
13	This	is	ground	zero	dd1	vbz	jj	nn1
39	this	is	INSIDE	POLITICS	dd1	vbz	jj	nn1
22	this	is	just	part	dd1	vbz	jj	nn1
14	this	is	only	part	dd1	vbz	jj	nn1
21	This	is	real	life	dd1	vbz	jj	nn1
24	This	is	serious	business	dd1	vbz	jj	nn1
24	this	is	serious	business	dd1	vbz	jj	nn1
19	this	is	serious	stuff	dd1	vbz	jj	nn1
15	This	is	serious	stuff	dd1	vbz	jj	nn1
20	This	is	special	coverage	dd1	vbz	jj	nn1
12	this	is	SPECIAL	REPORT	dd1	vbz	jj	nn1
16	This	Is	Spinal	Tap	dd1	vbz	jj	nn1
14	this	lame	duck	session	dd1	jj	nn	nnt1
28	this	little	bit	of	dd1	jj	nn1	io
13	this	little	corner	of	dd1	jj	nn1	io
12	This	little	girl	is	dd1	jj	nn1	vbz
19	This	Little	Light	of	dd1	jj	nn1	io
14	This	little	light	of	dd1	jj	nn1	io
18	this	little	piece	of	dd1	jj	nn1	io
14	this	live	edition	of	dd1	jj	nn1	io
49	this	mornings	top	stories	dd1	nnt2	jj	nn2
22	this	new	age	of	dd1	jj	nn1	io
16	this	new	approach	to	dd1	jj	nn1	ii
31	this	new	breed	of	dd1	jj	nn1	io
12	this	new	class	of	dd1	jj	nn1	io
34	this	new	era	of	dd1	jj	nn1	io
39	this	new	form	of	dd1	jj	nn1	io
18	This	new	form	of	dd1	jj	nn1	io
38	this	new	generation	of	dd1	jj	nn1	io
14	This	new	generation	of	dd1	jj	nn1	io
13	this	new	group	of	dd1	jj	nn1	io
63	this	new	kind	of	dd1	jj	nn1	io
12	this	new	line	of	dd1	jj	nn1	io
13	this	new	relationship	with	dd1	jj	nn1	iw
15	this	new	sense	of	dd1	jj	nn1	io
14	this	new	set	of	dd1	jj	nn1	io
19	this	new	type	of	dd1	jj	nn1	io
16	this	new	version	of	dd1	jj	nn1	io
32	this	new	wave	of	dd1	jj	nn1	io
35	this	new	way	of	dd1	jj	nn1	io
26	this	new	world	of	dd1	jj	nn1	io
36	this	new	world	order	dd1	jj	nn1	nn1
12	this	other	stuff	that	dd1	jj	nn1	cst
19	this	particular	aspect	of	dd1	jj	nn1	io
12	this	particular	case	and	dd1	jj	nn1	cc
17	this	particular	case	is	dd1	jj	nn1	vbz
19	this	particular	case	the	dd1	jj	nn1	at
19	this	particular	form	of	dd1	jj	nn1	io
13	this	particular	group	of	dd1	jj	nn1	io
34	this	particular	kind	of	dd1	jj	nn1	io
25	this	particular	moment	in	dd1	jj	nn1	ii
16	this	particular	part	of	dd1	jj	nn1	io
33	this	particular	piece	of	dd1	jj	nn1	io
38	this	particular	point	in	dd1	jj	nn1	ii
15	this	particular	set	of	dd1	jj	nn1	io
31	this	particular	type	of	dd1	jj	nn1	io
15	this	past	school	year	dd1	jj	nn1	nnt1
18	this	past	week	and	dd1	jj	nnt1	cc
15	this	past	week	at	dd1	jj	nnt1	ii
13	this	past	week	by	dd1	jj	nnt1	ii
16	this	past	week	has	dd1	jj	nnt1	vhz
49	this	past	week	in	dd1	jj	nnt1	ii
13	this	past	week	is	dd1	jj	nnt1	vbz
17	this	past	week	on	dd1	jj	nnt1	ii
33	this	past	week	that	dd1	jj	nnt1	cst
12	this	past	week	to	dd1	jj	nnt1	to
15	this	past	week	when	dd1	jj	nnt1	rrq
18	this	past	week	with	dd1	jj	nnt1	iw
13	this	past	weekend	in	dd1	jj	nnt1	ii
25	this	past	year	and	dd1	jj	nnt1	cc
21	this	past	year	has	dd1	jj	nnt1	vhz
13	this	presidential	election	year	dd1	jj	nn1	nnt1
21	this	small	group	of	dd1	jj	nn1	io
20	this	small	town	in	dd1	jj	nn1	ii
13	this	some	other	time	dd1	dd	jj	nnt1
202	this	special	edition	of	dd1	jj	nn1	io
37	this	special	issue	of	dd1	jj	nn1	io
12	This	special	issue	of	dd1	jj	nn1	io
14	this	special	section	of	dd1	jj	nn1	io
45	this	the	hard	way	dd1	at	jj	nn1
25	this	the	other	day	dd1	at	jj	nnt1
12	this	the	right	thing	dd1	at	jj	nn1
17	this	the	right	time	dd1	at	jj	nnt1
32	this	the	right	way	dd1	at	jj	nn1
53	this	the	wrong	way	dd1	at	jj	nn1
13	this	very	difficult	time	dd1	rg	jj	nnt1
12	this	very	important	issue	dd1	rg	jj	nn1
12	this	very	moment	is	dd1	jj	nn1	vbz
13	this	whole	area	is	dd1	jj	nn1	vbz
15	this	whole	business	about	dd1	jj	nn1	ii
50	this	whole	business	of	dd1	jj	nn1	io
56	this	whole	idea	of	dd1	jj	nn1	io
23	this	whole	idea	that	dd1	jj	nn1	cst
20	this	whole	issue	is	dd1	jj	nn1	vbz
67	this	whole	issue	of	dd1	jj	nn1	io
35	this	whole	notion	of	dd1	jj	nn1	io
13	this	whole	process	has	dd1	jj	nn1	vhz
14	this	whole	process	is	dd1	jj	nn1	vbz
17	this	whole	process	of	dd1	jj	nn1	io
75	this	whole	question	of	dd1	jj	nn1	io
12	this	whole	situation	is	dd1	jj	nn1	vbz
12	this	whole	story	is	dd1	jj	nn1	vbz
26	this	whole	thing	about	dd1	jj	nn1	ii
32	this	whole	thing	and	dd1	jj	nn1	cc
34	this	whole	thing	has	dd1	jj	nn1	vhz
27	This	whole	thing	has	dd1	jj	nn1	vhz
13	this	whole	thing	in	dd1	jj	nn1	ii
156	this	whole	thing	is	dd1	jj	nn1	vbz
63	This	whole	thing	is	dd1	jj	nn1	vbz
14	this	whole	thing	of	dd1	jj	nn1	io
13	this	whole	thing	on	dd1	jj	nn1	ii
25	this	whole	thing	started	dd1	jj	nn1	vvd
14	this	whole	thing	up	dd1	jj	nn1	rp
62	this	whole	thing	was	dd1	jj	nn1	vbdz
22	This	whole	thing	was	dd1	jj	nn1	vbdz
18	this	whole	thing	with	dd1	jj	nn1	iw
17	this	young	man	and	dd1	jj	nn1	cc
17	this	young	man	had	dd1	jj	nn1	vhd
36	this	young	man	is	dd1	jj	nn1	vbz
18	This	young	man	is	dd1	jj	nn1	vbz
24	this	young	man	was	dd1	jj	nn1	vbdz
14	This	young	man	was	dd1	jj	nn1	vbdz
30	this	young	man	who	dd1	jj	nn1	pnqs
12	this	young	woman	has	dd1	jj	nn1	vhz
12	this	young	woman	is	dd1	jj	nn1	vbz
19	this	young	woman	was	dd1	jj	nn1	vbdz
37	Thomas	Jefferson	High	School	np1	np1	jj	nn1
13	Thompson	of	Independent	Television	np1	io	jj	nn1
26	thorough	analysis	of	the	jj	nn1	io	at
13	thorough	assessment	of	the	jj	nn1	io	at
22	thorough	discussion	of	the	jj	nn1	io	at
39	thorough	examination	of	the	jj	nn1	io	at
19	thorough	investigation	of	the	jj	nn1	io	at
27	thorough	knowledge	of	the	jj	nn1	io	at
54	thorough	review	of	the	jj	nn1	io	at
15	thorough	search	of	the	jj	nn1	io	at
13	thorough	study	of	the	jj	nn1	io	at
73	thorough	understanding	of	the	jj	nn1	io	at
16	those	at	high	risk	dd2	ii	jj	nn1
12	those	early	days	in	dd2	jj	nnt2	ii
32	those	early	days	of	dd2	jj	nnt2	io
14	those	early	years	of	dd2	jj	nnt2	io
12	those	good	old	days	dd2	jj	jj	nnt2
16	those	in	other	countries	dd2	ii	jj	nn2
19	those	in	other	parts	dd2	ii	jj	nn2
25	those	in	rural	areas	dd2	ii	jj	nn2
17	those	little	things	that	dd2	jj	nn2	cst
21	those	of	other	countries	dd2	io	jj	nn2
12	those	of	other	groups	dd2	io	jj	nn2
16	those	of	other	nations	dd2	io	jj	nn2
16	those	of	other	people	dd2	io	jj	nn
35	those	of	other	studies	dd2	io	jj	nn2
30	those	of	previous	studies	dd2	io	jj	nn2
18	those	rare	moments	when	dd2	jj	nn2	rrq
35	those	rare	occasions	when	dd2	jj	nn2	rrq
16	those	rare	occasions	when	dd2	jj	nn2	cs
12	those	with	additional	disabilities	dd2	iw	jj	nn2
12	those	with	high	levels	dd2	iw	jj	nn2
16	those	with	low	incomes	dd2	iw	jj	nn2
51	those	with	low	vision	dd2	iw	jj	nn1
22	those	with	other	disabilities	dd2	iw	jj	nn2
22	those	with	special	needs	dd2	iw	jj	nn2
26	those	with	visual	impairments	dd2	iw	jj	nn2
20	those	young	men	and	dd2	jj	nn2	cc
15	those	young	people	who	dd2	jj	nn	pnqs
15	though	the	vast	majority	cs22	at	jj	nn1
28	thought	the	whole	thing	vvd	at	jj	nn1
14	thousand	square	feet	of	m	jj	nn2	io
27	thousands	of	American	troops	nno2	io	jj	nn2
12	thousands	of	American	troops	m	io	jj	nn2
13	thousands	of	illegal	immigrants	m	io	jj	nn2
16	thousands	of	innocent	people	m	io	jj	nn
12	thousands	of	innocent	people	nno2	io	jj	nn
21	thousands	of	new	jobs	m	io	jj	nn2
21	thousands	of	nuclear	weapons	m	io	jj	nn2
14	thousands	of	nuclear	weapons	nno2	io	jj	nn2
12	thousands	of	other	children	m	io	jj	nn2
19	thousands	of	other	people	nno2	io	jj	nn
15	thousands	of	square	kilometers	m	io	jj	nnu2
46	thousands	of	square	miles	m	io	jj	nnu2
22	thousands	of	young	men	m	io	jj	nn2
16	thousands	of	young	men	nno2	io	jj	nn2
40	thousands	of	young	people	m	io	jj	nn
30	threat	of	global	warming	nn1	io	jj	nn1
13	threat	of	military	action	nn1	io	jj	nn1
15	threat	of	military	force	nn1	io	jj	nn1
16	threat	of	nuclear	terrorism	nn1	io	jj	nn1
59	threat	of	nuclear	war	nn1	io	jj	nn1
12	threat	of	physical	violence	nn1	io	jj	nn1
14	threat	to	American	interests	nn1	ii	jj	nn2
22	threat	to	American	security	nn1	ii	jj	nn1
42	threat	to	human	health	nn1	ii	jj	nn1
38	threat	to	international	peace	nn1	ii	jj	nn1
98	threat	to	national	security	nn1	ii	jj	nn1
44	threat	to	public	health	nn1	ii	jj	nn1
30	threat	to	public	safety	nn1	ii	jj	nn1
37	threatened	and	endangered	species	jj	cc	jj	nn
12	threatened	and	endangered	species	vvn	cc	jj	nn
20	threats	to	human	health	nn2	ii	jj	nn1
14	threats	to	international	peace	nn2	ii	jj	nn1
19	threats	to	national	security	nn2	ii	jj	nn1
15	threats	to	public	health	nn2	ii	jj	nn1
13	three	anonymous	referees	for	mc	jj	nn2	if
42	three	anonymous	reviewers	for	mc	jj	nn2	if
20	three	basic	types	of	mc	jj	nn2	io
14	three	broad	categories	of	mc	jj	nn2	io
36	three	civil	rights	workers	mc	jj	nn2	nn2
15	three	consecutive	years	of	mc	jj	nnt2	io
58	three	different	kinds	of	mc	jj	nn2	io
12	three	different	levels	of	mc	jj	nn2	io
59	three	different	types	of	mc	jj	nn2	io
23	three	different	versions	of	mc	jj	nn2	io
12	three	earned	runs	in	mc	jj	nn2	ii
14	three	gold	medals	at	mc	jj	nn2	ii
22	three	gold	medals	in	mc	jj	nn2	ii
17	three	main	types	of	mc	jj	nn2	io
16	three	major	credit	bureaus	mc	jj	nn1	nn2
30	three	most	important	problems	mc	rgt	jj	nn2
16	three	most	important	things	mc	rgt	jj	nn2
15	three	other	members	of	mc	jj	nn2	io
20	three	square	meals	a	mc	jj	nn2	at1
24	THREE	STARS	Excellent	Rating	mc	nn2	jj	nn1
12	three	young	men	were	mc	jj	nn2	vbdr
15	three	young	men	who	mc	jj	nn2	pnqs
20	three-course	meal	for	four	jj	nn1	if	mc
14	three-dimensional	image	of	the	jj	nn1	io	at
56	three-judge	panel	of	the	jj	nn1	io	at
16	three-month	bills	at	a	jj	nn2	ii	at1
15	three-month	bills	with	a	jj	nn2	iw	at1
32	three-run	homer	in	the	jj	nn1	ii	at
24	three-year	contract	with	the	jj	nn1	iw	at
13	threw	a	wild	pitch	vvd	at1	jj	nn1
12	threw	cold	water	on	vvd	jj	nn1	ii
17	through	a	bad	time	ii	at1	jj	nnt1
16	through	a	broken	window	ii	at1	jj	nn1
22	through	a	difficult	period	ii	at1	jj	nn1
22	through	a	difficult	time	ii	at1	jj	nnt1
13	through	a	fine	mesh	ii	at1	jj	nn1
42	through	a	fine	sieve	ii	at1	jj	nn1
44	through	a	fine	strainer	ii	at1	jj	nn1
12	through	a	full	range	ii	at1	jj	nn1
15	through	a	great	deal	ii	at1	jj	nn1
21	through	a	hard	time	ii	at1	jj	nnt1
14	through	a	joint	venture	ii	at1	jj	nn1
19	through	a	little	bit	ii	at1	jj	nn1
21	through	a	long	period	ii	at1	jj	nn1
13	through	a	long	process	ii	at1	jj	nn1
20	through	a	magnifying	glass	ii	at1	jj	nn1
41	through	a	mutual	friend	ii	at1	jj	nn1
13	through	a	narrow	passage	ii	at1	jj	nn1
17	through	a	one-way	mirror	ii	at1	jj	nn1
19	through	a	plate-glass	window	ii	at1	jj	nn1
31	through	a	red	light	ii	at1	jj	nn1
22	through	a	rough	patch	ii	at1	jj	nn1
23	through	a	rough	time	ii	at1	jj	nnt1
12	through	a	small	door	ii	at1	jj	nn1
15	through	a	small	hole	ii	at1	jj	nn1
18	through	a	small	incision	ii	at1	jj	nn1
14	through	a	small	telescope	ii	at1	jj	nn1
13	through	a	small	window	ii	at1	jj	nn1
20	through	a	tough	time	ii	at1	jj	nnt1
12	through	a	whole	lot	ii	at1	jj	nn1
18	through	a	wide	variety	ii	at1	jj	nn1
14	through	a	wire-mesh	strainer	ii	at1	jj	nn1
12	through	a	yellow	light	ii	at1	jj	nn1
12	through	an	awful	lot	ii	at1	jj	nn1
24	through	an	open	door	ii	at1	jj	nn1
52	through	an	open	window	ii	at1	jj	nn1
29	through	good	times	and	ii	jj	nnt2	cc
33	through	hard	work	and	ii	jj	nn1	cc
49	through	high	school	and	ii	jj	nn1	cc
12	through	his	dark	hair	ii	appge	jj	nn1
18	through	his	thinning	hair	ii	appge	jj	nn1
18	through	sheer	force	of	ii	jj	nn1	io
18	through	some	hard	times	ii	dd	jj	nnt2
35	through	some	tough	times	ii	dd	jj	nnt2
16	through	the	barbed	wire	ii	at	jj	nn1
12	through	the	black	market	ii	at	jj	nn1
20	through	the	broken	window	ii	at	jj	nn1
13	through	the	chain-link	fence	ii	at	jj	nn1
25	through	the	closed	door	ii	at	jj	nn1
23	through	the	criminal	justice	ii	at	jj	nn1
13	through	the	crowded	room	ii	at	jj	nn1
13	through	the	dark	streets	ii	at	jj	nn2
17	through	the	deep	snow	ii	at	jj	nn1
19	through	the	democratic	process	ii	at	jj	nn1
57	through	the	double	doors	ii	at	jj	nn2
17	through	the	early	morning	ii	at	jj	nnt1
21	through	the	early	part	ii	at	jj	nn1
13	through	the	entire	process	ii	at	jj	nn1
18	through	the	falling	snow	ii	at	jj	nn1
19	through	the	federal	government	ii	at	jj	nn1
32	through	the	French	doors	ii	at	jj	nn2
14	through	the	French	Quarter	ii	at	jj	nn1
378	through	the	front	door	ii	at	jj	nn1
35	through	the	front	doors	ii	at	jj	nn2
30	through	the	front	gate	ii	at	jj	nn1
41	through	the	front	window	ii	at	jj	nn1
23	through	the	Golden	Gate	ii	at	jj	nn1
12	through	the	good	times	ii	at	jj	nnt2
30	through	the	Great	Depression	ii	at	jj	nn1
12	through	the	grieving	process	ii	at	jj	nn1
13	through	the	half-open	door	ii	at	jj	nn1
36	through	the	hard	times	ii	at	jj	nnt2
12	through	the	high	grass	ii	at	jj	nn1
12	through	the	high	school	ii	at	jj	nn1
13	through	the	high	windows	ii	at	jj	nn2
15	through	the	Holy	Spirit	ii	at	jj	nn1
14	through	the	judicial	system	ii	at	jj	nn1
39	through	the	legal	system	ii	at	jj	nn1
23	through	the	legislative	process	ii	at	jj	nn1
12	through	the	long	grass	ii	at	jj	nn1
12	through	the	long	night	ii	at	jj	nnt1
48	through	the	looking	glass	ii	at	jj	nn1
13	through	the	main	entrance	ii	at	jj	nn1
20	through	the	mass	media	ii	at	jj	nn
12	through	the	narrow	gap	ii	at	jj	nn1
25	through	the	narrow	opening	ii	at	jj	nn1
26	through	the	narrow	streets	ii	at	jj	nn2
170	through	the	open	door	ii	at	jj	nn1
24	Through	the	open	door	ii	at	jj	nn1
30	through	the	open	doors	ii	at	jj	nn2
36	through	the	open	doorway	ii	at	jj	nn1
17	through	the	open	gate	ii	at	jj	nn1
23	through	the	open	hatch	ii	at	jj	nn1
178	through	the	open	window	ii	at	jj	nn1
16	Through	the	open	window	ii	at	jj	nn1
47	through	the	open	windows	ii	at	jj	nn2
22	through	the	other	side	ii	at	jj	nn1
12	through	the	outer	office	ii	at	jj	nn1
29	through	the	political	process	ii	at	jj	nn1
13	through	the	present	day	ii	at	jj	nnt1
24	through	the	private	sector	ii	at	jj	nn1
18	through	the	proper	channels	ii	at	jj	nn2
17	through	the	rear	door	ii	at	jj	nn1
33	through	the	rear	window	ii	at	jj	nn1
23	through	the	red	tape	ii	at	jj	nn1
17	through	the	regular	season	ii	at	jj	nnt1
32	through	the	revolving	door	ii	at	jj	nn1
24	through	the	revolving	doors	ii	at	jj	nn2
14	through	the	right	side	ii	at	jj	nn1
12	through	the	rough	spots	ii	at	jj	nn2
13	through	the	sliding	doors	ii	at	jj	nn2
40	through	the	sliding	glass	ii	at	jj	nn1
17	through	the	small	window	ii	at	jj	nn1
29	through	the	solar	system	ii	at	jj	nn1
23	through	the	stained	glass	ii	at	jj	nn1
26	through	the	swinging	door	ii	at	jj	nn1
42	through	the	swinging	doors	ii	at	jj	nn2
36	through	the	tall	grass	ii	at	jj	nn1
12	through	the	thick	brush	ii	at	jj	nn1
12	through	the	thin	fabric	ii	at	jj	nn1
26	through	the	tough	times	ii	at	jj	nnt2
155	through	the	United	Nations	ii	at	jj	nn2
28	through	the	whole	process	ii	at	jj	nn1
