5	a	balanced	budget	with	drastic	at1	jj	nn1	iw	jj
5	the	dynamic	and	synoptic	styles	at	jj	cc	jj	nn2
5	the	dynamic	behavior	of	the	at	jj	nn1	io	at
9	the	Dynamic	Indicators	of	Basic	at	jj	nn2	io	jj
15	the	dynamic	nature	of	the	at	jj	nn1	io	at
9	the	dynamic	sector	allocation	mechanism	at	jj	nn1	nn1	nn1
18	the	dynamic	state	of	being	at	jj	nn1	io	vbg
5	the	early	stages	of	developing	at	jj	nn2	io	jj
5	the	economies	of	developing	countries	at	nn2	io	jj	nn2
5	the	economies	of	developing	nations	at	nn2	io	jj	nn2
5	the	effectiveness	of	direct	instruction	at	nn1	io	jj	nn1
8	the	effects	of	different	types	at	nn2	io	jj	nn2
5	the	efficacy	of	direct	instruction	at	nn1	io	jj	nn1
5	the	era	of	divided	government	at	nn1	io	jj	nn1
17	the	establishment	of	diplomatic	relations	at	nn1	io	jj	nn2
5	the	establishment	of	diplomatic	ties	at	nn1	io	jj	nn2
5	the	etiology	of	disordered	eating	at	nn1	io	jj	nn1
5	The	existence	of	dark	matter	at	nn1	io	jj	nn1
9	the	experience	of	deep	ecology	at	nn1	io	jj	nn1
8	the	fabric	of	daily	life	at	nn1	io	jj	nn1
5	the	fight	against	domestic	violence	at	nn1	ii	jj	nn1
5	the	fine	and	decorative	arts	at	jj	cc	jj	nn2
5	the	first	democratic	elections	in	at	md	jj	nn2	ii
5	the	first	Democratic	presidential	candidate	at	md	jj	jj	nn1
7	the	first	direct	evidence	that	at	md	jj	nn1	cst
5	the	first	direct	link	between	at	md	jj	nn1	ii
7	the	first	documented	case	of	at	md	jj	nn1	io
5	The	following	descriptive	text	appears	at	jj	jj	nn1	vvz
6	the	form	of	dark	matter	at	nn1	io	jj	nn1
7	the	former	Democratic	governor	of	at	da	jj	nn1	io
5	the	former	Democratic	senator	from	at	da	jj	nn1	ii
8	the	governing	Liberal	Democratic	Party	at	jj	jj	jj	nn1
6	the	gross	domestic	product	from	at	jj	jj	nn1	ii
8	the	gross	domestic	product	is	at	jj	jj	nn1	vbz
22	the	gross	domestic	product	of	at	jj	jj	nn1	io
6	the	human	and	divine	natures	at	nn1	cc	jj	nn2
6	the	identity	of	Deep	Throat	at	nn1	io	jj	nn1
5	the	incidence	of	different	household	at	nn1	io	jj	nn1
14	the	independent	and	dependent	variables	at	jj	cc	jj	nn2
5	the	influence	of	demographic	variables	at	nn1	io	jj	nn2
18	the	issue	of	domestic	violence	at	nn1	io	jj	nn1
5	the	Kurdistan	Democratic	Party	of	at	np1	jj	nn1	io
10	the	law	of	diminishing	returns	at	nn1	io	jj	nn2
5	the	left	anterior	descending	artery	at	jj	jj	jj	nn1
6	the	leftist	Democratic	Revolutionary	Party	at	nn1	jj	jj	nn1
6	The	Lilburn	Downtown	Development	Authority	at	nn1	jj	nn1	nn1
9	the	many	different	kinds	of	at	da2	jj	nn2	io
12	the	many	different	types	of	at	da2	jj	nn2	io
6	The	mean	dark	greens	and	at	jj	jj	nn2	cc
5	the	military	in	domestic	politics	at	jj	ii	jj	nn1
8	the	minutiae	of	daily	life	at	nn2	io	jj	nn1
5	the	Mississippi	Freedom	Democratic	Party	at	np1	nn1	jj	nn1
7	the	more	difficult	aspects	of	at	rgr	jj	nn2	io
6	the	more	difficult	task	of	at	rgr	jj	nn1	io
6	the	more	dramatic	examples	of	at	rgr	jj	nn2	io
5	the	most	damaging	evidence	against	at	rgt	jj	nn1	ii
6	the	most	damning	evidence	of	at	rgt	jj	nn1	io
6	the	most	damning	piece	of	at	rgt	jj	nn1	io
7	the	most	dangerous	cities	in	at	rgt	jj	nn2	ii
6	the	most	dangerous	city	in	at	rgt	jj	nn1	ii
6	the	most	dangerous	drug	in	at	rgt	jj	nn1	ii
11	the	most	dangerous	form	of	at	rgt	jj	nn1	io
6	the	most	dangerous	job	in	at	rgt	jj	nn1	ii
18	the	most	dangerous	jobs	in	at	rgt	jj	nn2	ii
7	the	most	dangerous	kind	of	at	rgt	jj	nn1	io
35	the	most	dangerous	man	in	at	rgt	jj	nn1	ii
5	the	most	dangerous	men	in	at	rgt	jj	nn2	ii
34	the	most	dangerous	part	of	at	rgt	jj	nn1	io
22	the	most	dangerous	place	in	at	rgt	jj	nn1	ii
6	the	most	dangerous	place	to	at	rgt	jj	nn1	to
17	the	most	dangerous	places	in	at	rgt	jj	nn2	ii
7	the	most	dangerous	places	on	at	rgt	jj	nn2	ii
5	the	most	dangerous	thing	I	at	rgt	jj	nn1	ppis1
5	the	most	dangerous	thing	that	at	rgt	jj	nn1	cst
9	the	most	deadly	form	of	at	rgt	jj	nn1	io
6	the	most	decorated	player	in	at	rgt	jj	nn1	ii
7	the	most	decorated	soldier	in	at	rgt	jj	nn1	ii
6	the	most	detailed	account	yet	at	rgt	jj	nn1	rr
5	the	most	devastating	terrorist	attack	at	rgt	jj	jj	nn1
25	the	most	difficult	aspect	of	at	rgt	jj	nn1	io
5	The	most	difficult	aspect	of	at	rgt	jj	nn1	io
22	the	most	difficult	aspects	of	at	rgt	jj	nn2	io
5	the	most	difficult	case	that	at	rgt	jj	nn1	cst
7	the	most	difficult	decision	I	at	rgt	jj	nn1	ppis1
9	the	most	difficult	decision	of	at	rgt	jj	nn1	io
6	the	most	difficult	decisions	of	at	rgt	jj	nn2	io
6	the	most	difficult	job	in	at	rgt	jj	nn1	ii
7	the	most	difficult	moments	of	at	rgt	jj	nn2	io
6	The	most	difficult	part	about	at	rgt	jj	nn1	ii
78	the	most	difficult	part	of	at	rgt	jj	nn1	io
21	The	most	difficult	part	of	at	rgt	jj	nn1	io
6	The	most	difficult	part	was	at	rgt	jj	nn1	vbdz
5	the	most	difficult	part	was	at	rgt	jj	nn1	vbdz
12	the	most	difficult	parts	of	at	rgt	jj	nn2	io
5	the	most	difficult	problem	for	at	rgt	jj	nn1	if
5	the	most	difficult	question	of	at	rgt	jj	nn1	io
7	the	most	difficult	thing	about	at	rgt	jj	nn1	ii
15	the	most	difficult	thing	for	at	rgt	jj	nn1	if
6	The	most	difficult	thing	for	at	rgt	jj	nn1	if
12	the	most	difficult	thing	I	at	rgt	jj	nn1	ppis1
12	the	most	difficult	thing	in	at	rgt	jj	nn1	ii
13	The	most	difficult	thing	is	at	rgt	jj	nn1	vbz
9	the	most	difficult	thing	that	at	rgt	jj	nn1	cst
16	the	most	difficult	thing	to	at	rgt	jj	nn1	to
6	the	most	difficult	thing	was	at	rgt	jj	nn1	vbdz
8	the	most	difficult	things	about	at	rgt	jj	nn2	ii
12	the	most	difficult	things	for	at	rgt	jj	nn2	if
6	the	most	difficult	things	I	at	rgt	jj	nn2	ppis1
5	the	most	difficult	things	in	at	rgt	jj	nn2	ii
8	the	most	difficult	things	to	at	rgt	jj	nn2	to
5	the	most	difficult	things	you	at	rgt	jj	nn2	ppy
10	the	most	difficult	time	for	at	rgt	jj	nnt1	if
9	the	most	difficult	time	in	at	rgt	jj	nnt1	ii
10	the	most	difficult	time	of	at	rgt	jj	nnt1	io
13	the	most	direct	route	to	at	rgt	jj	nn1	ii
11	the	most	direct	way	to	at	rgt	jj	nn1	to
5	the	most	disgusting	thing	I	at	rgt	jj	nn1	ppis1
7	the	most	disturbing	aspect	of	at	rgt	jj	nn1	io
5	the	most	disturbing	aspects	of	at	rgt	jj	nn2	io
6	the	most	diverse	group	of	at	rgt	jj	nn1	io
5	the	most	divisive	issue	in	at	rgt	jj	nn1	ii
11	the	most	divisive	issues	in	at	rgt	jj	nn2	ii
6	the	most	dominant	player	in	at	rgt	jj	nn1	ii
7	the	most	dramatic	change	in	at	rgt	jj	nn1	ii
6	the	most	dramatic	changes	in	at	rgt	jj	nn2	ii
16	the	most	dramatic	example	of	at	rgt	jj	nn1	io
7	The	most	dramatic	example	of	at	rgt	jj	nn1	io
8	the	most	dramatic	examples	of	at	rgt	jj	nn2	io
8	the	most	dramatic	moment	of	at	rgt	jj	nn1	io
5	the	most	dramatic	moments	of	at	rgt	jj	nn2	io
6	the	most	dramatic	shift	in	at	rgt	jj	nn1	ii
17	the	Movement	for	Democratic	Change	at	nn1	if	jj	nn1
15	the	National	Coalition	Against	Domestic	at	jj	nn1	ii	jj
5	the	National	Domestic	Violence	Hotline	at	jj	jj	nn1	nn1
6	the	nature	of	dark	matter	at	nn1	io	jj	nn1
5	the	near	or	distant	future	at	jj	cc	jj	nn1
6	the	needs	of	diverse	students	at	nn2	io	jj	nn2
8	the	New	Hampshire	Democratic	Party	at	np1	np1	jj	nn1
5	the	New	Hampshire	Democratic	primary	at	np1	np1	jj	nn1
7	the	not	so	distant	future	at	xx	rg	jj	nn1
61	the	not	too	distant	future	at	xx	rg	jj	nn1
8	the	not	too	distant	past	at	xx	rg	jj	nn1
11	the	number	of	different	kinds	at	nn1	io	jj	nn2
6	the	number	of	different	types	at	nn1	io	jj	nn2
5	the	number	of	doctoral	programs	at	nn1	io	jj	nn2
8	the	occurrence	of	disruptive	behavior	at	nn1	io	jj	nn1
16	the	offensive	and	defensive	lines	at	jj	cc	jj	nn2
5	the	Office	of	Domestic	Policy	at	nn1	io	jj	nn1
6	the	opposition	Democratic	Progressive	Party	at	nn1	jj	jj	nn1
12	the	Party	of	Democratic	Socialism	at	nn1	io	jj	nn1
8	the	perceptions	of	disturbing	behaviors	at	nn2	io	jj	nn2
21	the	point	of	diminishing	returns	at	nn1	io	jj	nn2
6	the	poor	in	developing	countries	at	jj	ii	jj	nn2
6	the	president	for	domestic	policy	at	nn1	if	jj	nn1
9	the	prospects	for	democratic	consolidation	at	nn2	if	jj	nn1
5	the	ranking	Democratic	member	of	at	nn1	jj	nn1	io
6	the	reality	of	daily	life	at	nn1	io	jj	nn1
10	the	recommended	daily	allowance	of	at	jj	jj	nn1	io
7	the	recommended	daily	amount	of	at	jj	jj	nn1	io
11	the	relationship	between	dysfunctional	attitudes	at	nn1	ii	jj	nn2
10	the	relative	importance	of	different	at	jj	nn1	io	jj
9	the	Republican	and	Democratic	conventions	at	nn1	cc	jj	nn2
27	the	Republican	and	Democratic	parties	at	nn1	cc	jj	nn2
11	the	Republican	and	Democratic	Parties	at	nn1	cc	jj	nn2
6	the	resumption	of	diplomatic	relations	at	nn1	io	jj	nn2
6	the	rights	of	disabled	people	at	nn2	io	jj	nn
9	the	risk	of	developing	breast	at	nn1	io	jj	nn1
5	the	risk	of	developing	cancer	at	nn1	io	jj	nn1
6	the	risk	of	developing	diabetes	at	nn1	io	jj	nn1
6	the	routines	of	daily	life	at	nn2	io	jj	nn1
24	the	ruling	Liberal	Democratic	Party	at	jj	jj	jj	nn1
6	the	ruling	National	Democratic	Party	at	jj	jj	jj	nn1
5	the	Safe	and	Drug-Free	Schools	at	jj	cc	jj	nn2
6	the	Scott	Peterson	double	murder	at	np1	np1	jj	nn1
21	the	Sloan	Digital	Sky	Survey	at	jj	jj	nn1	nn1
5	the	sound	of	distant	thunder	at	nn1	io	jj	nn1
7	the	specialist	and	doctoral	levels	at	nn1	cc	jj	nn2
6	the	spread	of	democratic	values	at	nn1	io	jj	nn2
8	The	standardized	canonical	discriminant	function	at	jj	jj	jj	nn1
6	the	standardized	canonical	discriminant	function	at	jj	jj	jj	nn1
5	The	state	Democratic	Party	has	at	nn1	jj	nn1	vhz
5	the	Study	of	Developing	Societies	at	nn1	io	jj	nn2
7	the	system	of	direct	rule	at	nn1	io	jj	nn1
13	the	systematic	response	to	disruptive	at	jj	nn1	ii	jj
5	the	three	different	levels	of	at	mc	jj	nn2	io
7	the	two	different	types	of	at	mc	jj	nn2	io
12	the	two	dropout	delinquent	groups	at	mc	vv0	jj	nn2
11	the	U.S.	gross	domestic	product	at	np1	jj	jj	nn1
6	the	United	Democratic	Front	and	at	jj	jj	nn1	cc
27	the	use	of	deadly	force	at	nn1	io	jj	nn1
5	the	use	of	different	measures	at	nn1	io	jj	nn2
5	the	use	of	different	types	at	nn1	io	jj	nn2
14	the	use	of	digital	technologies	at	nn1	io	jj	nn2
11	the	use	of	digital	technology	at	nn1	io	jj	nn1
9	the	victims	of	domestic	violence	at	nn2	io	jj	nn1
6	the	world	in	different	ways	at	nn1	ii	jj	nn2
10	their	activities	of	daily	living	appge	nn2	io	jj	nn1
6	their	dirty	work	for	them	appge	jj	nn1	if	ppho2
6	them	at	different	stages	of	ppho2	ii	jj	nn2	io
7	them	in	a	different	light	ppho2	ii	at1	jj	nn1
16	them	in	a	different	way	ppho2	ii	at1	jj	nn1
6	them	in	their	daily	lives	ppho2	ii	appge	jj	nn2
37	them	on	a	daily	basis	ppho2	ii	at1	jj	nn1
7	themselves	in	a	difficult	position	ppx2	ii	at1	jj	nn1
7	then	take	a	deep	breath	rt	vv0	at1	jj	nn1
8	then	takes	a	deep	breath	rt	vvz	at1	jj	nn1
23	then	took	a	deep	breath	rt	vvd	at1	jj	nn1
8	there	are	different	forms	of	ex	vbr	jj	nn2	io
5	there	are	different	interpretations	of	ex	vbr	jj	nn2	io
20	there	are	different	kinds	of	ex	vbr	jj	nn2	io
20	There	are	different	kinds	of	ex	vbr	jj	nn2	io
15	there	are	different	levels	of	ex	vbr	jj	nn2	io
27	there	are	different	types	of	ex	vbr	jj	nn2	io
19	There	are	different	types	of	ex	vbr	jj	nn2	io
16	there	are	different	ways	of	ex	vbr	jj	nn2	io
16	there	are	different	ways	to	ex	vbr	jj	nn2	to
11	There	are	different	ways	to	ex	vbr	jj	nn2	to
5	There	are	many	different	approaches	ex	vbr	da2	jj	nn2
17	There	are	many	different	kinds	ex	vbr	da2	jj	nn2
15	there	are	many	different	kinds	ex	vbr	da2	jj	nn2
11	There	are	many	different	types	ex	vbr	da2	jj	nn2
6	there	are	many	different	types	ex	vbr	da2	jj	nn2
19	there	are	many	different	ways	ex	vbr	da2	jj	nn2
12	There	are	many	different	ways	ex	vbr	da2	jj	nn2
6	there	are	several	different	kinds	ex	vbr	da2	jj	nn2
5	There	are	several	different	kinds	ex	vbr	da2	jj	nn2
7	there	are	several	different	types	ex	vbr	da2	jj	nn2
6	There	are	several	different	types	ex	vbr	da2	jj	nn2
5	there	are	several	different	ways	ex	vbr	da2	jj	nn2
7	there	are	two	different	types	ex	vbr	mc	jj	nn2
6	There	are	two	different	types	ex	vbr	mc	jj	nn2
5	there	are	two	distinct	types	ex	vbr	mc	jj	nn2
13	there	is	a	dark	side	ex	vbz	at1	jj	nn1
5	There	is	a	delicate	balance	ex	vbz	at1	jj	nn1
7	there	is	a	desperate	need	ex	vbz	at1	jj	nn1
8	there	is	a	direct	connection	ex	vbz	at1	jj	nn1
13	there	is	a	direct	correlation	ex	vbz	at1	jj	nn1
6	There	is	a	direct	correlation	ex	vbz	at1	jj	nn1
5	There	is	a	direct	line	ex	vbz	at1	jj	nn1
7	there	is	a	direct	link	ex	vbz	at1	jj	nn1
5	There	is	a	direct	link	ex	vbz	at1	jj	nn1
8	there	is	a	direct	relationship	ex	vbz	at1	jj	nn1
10	there	is	a	distinct	possibility	ex	vbz	at1	jj	nn1
5	There	is	a	distinct	possibility	ex	vbz	at1	jj	nn1
23	there	is	a	double	standard	ex	vbz	at1	jj	nn1
6	There	is	a	double	standard	ex	vbz	at1	jj	nn1
7	there	is	a	down	side	ex	vbz	at1	jj	nn1
5	there	is	a	dramatic	change	ex	vbz	at1	jj	nn1
20	there	is	no	direct	evidence	ex	vbz	at	jj	nn1
8	There	is	no	direct	evidence	ex	vbz	at	jj	nn1
5	there	is	no	direct	link	ex	vbz	at	jj	nn1
5	there	is	no	direct	relationship	ex	vbz	at	jj	nn1
17	there	on	a	daily	basis	rl	ii	at1	jj	nn1
7	there	was	a	dark	side	ex	vbdz	at1	jj	nn1
6	there	was	a	dead	body	ex	vbdz	at1	jj	nn1
5	there	was	a	dead	man	ex	vbdz	at1	jj	nn1
5	there	was	a	direct	relationship	ex	vbdz	at1	jj	nn1
8	there	was	a	double	standard	ex	vbdz	at1	jj	nn1
5	there	was	a	dramatic	change	ex	vbdz	at1	jj	nn1
5	there	was	a	dramatic	shift	ex	vbdz	at1	jj	nn1
7	There	were	dark	circles	under	ex	vbdr	jj	nn2	ii
5	there	were	different	kinds	of	ex	vbdr	jj	nn2	io
5	these	different	points	of	view	dd2	jj	nn2	io	nn1
7	they	have	different	species	names	pphs2	vh0	jj	nn	nn2
7	they	speak	a	different	language	pphs2	vv0	at1	jj	nn1
10	things	from	a	different	perspective	nn2	ii	at1	jj	nn1
9	things	in	a	different	light	nn2	ii	at1	jj	nn1
24	things	in	a	different	way	nn2	ii	at1	jj	nn1
5	think	that	the	Democratic	Party	vv0	cst	at	jj	nn1
7	think	the	Democratic	Party	is	vv0	at	jj	nn1	vbz
18	this	day	our	daily	bread	dd1	nnt1	appge	jj	nn1
13	this	in	a	different	way	dd1	ii	at1	jj	nn1
8	This	is	a	dangerous	situation	dd1	vbz	at1	jj	nn1
6	This	is	a	daunting	task	dd1	vbz	at1	jj	nn1
9	This	is	a	defining	moment	dd1	vbz	at1	jj	nn1
7	this	is	a	defining	moment	dd1	vbz	at1	jj	nn1
5	this	is	a	different	case	dd1	vbz	at1	jj	nn1
6	this	is	a	different	era	dd1	vbz	at1	jj	nn1
26	This	is	a	different	kind	dd1	vbz	at1	jj	nn1
21	this	is	a	different	kind	dd1	vbz	at1	jj	nn1
6	this	is	a	different	situation	dd1	vbz	at1	jj	nn1
9	This	is	a	different	team	dd1	vbz	at1	jj	nn1
5	this	is	a	different	time	dd1	vbz	at1	jj	nnt1
7	this	is	a	different	type	dd1	vbz	at1	jj	nn1
5	This	is	a	different	type	dd1	vbz	at1	jj	nn1
8	This	is	a	different	world	dd1	vbz	at1	jj	nn1
8	this	is	a	difficult	issue	dd1	vbz	at1	jj	nn1
5	This	is	a	difficult	issue	dd1	vbz	at1	jj	nn1
6	This	is	a	difficult	question	dd1	vbz	at1	jj	nn1
5	This	is	a	difficult	task	dd1	vbz	at1	jj	nn1
7	this	is	a	difficult	thing	dd1	vbz	at1	jj	nn1
15	this	is	a	difficult	time	dd1	vbz	at1	jj	nnt1
10	This	is	a	difficult	time	dd1	vbz	at1	jj	nnt1
10	this	is	a	direct	quote	dd1	vbz	at1	jj	nn1
5	This	is	a	direct	result	dd1	vbz	at1	jj	nn1
5	This	is	in	direct	contrast	dd1	vbz	ii	jj	nn1
5	This	is	the	dark	side	dd1	vbz	at	jj	nn1
8	this	on	a	daily	basis	dd1	ii	at1	jj	nn1
8	this	was	a	different	kind	dd1	vbdz	at1	jj	nn1
8	This	was	a	different	kind	dd1	vbdz	at1	jj	nn1
10	those	are	two	different	things	dd2	vbr	mc	jj	nn2
6	Those	are	two	different	things	dd2	vbr	mc	jj	nn2
6	though	for	very	different	reasons	cs	if	rg	jj	nn2
6	though	in	a	different	way	cs	ii	at1	jj	nn1
5	three	different	methods	of	instructional	mc	jj	nn2	io	jj
9	three	different	versions	of	the	mc	jj	nn2	io	at
6	three-step	verbal	directives	with	dual-concept	jj	jj	nn2	iw	jj
5	through	a	different	set	of	ii	at1	jj	nn1	io
5	through	a	very	difficult	period	ii	at1	rg	jj	nn1
17	through	a	very	difficult	time	ii	at1	rg	jj	nnt1
5	through	on	a	daily	basis	rp	ii	at1	jj	nn1
9	through	the	double	doors	and	ii	at	jj	nn2	cc
7	through	the	double	doors	of	ii	at	jj	nn2	io
7	through	the	double	glass	doors	ii	at	jj	nn1	nn2
5	thrown	into	the	deep	end	vvn	ii	at	jj	nn1
5	thyme	leaves	or	dried	thyme	nn1	nn2	cc	jj	nn1
19	Tibetan	Book	of	the	Dead	jj	nn1	io	at	jj
18	time	on	the	disabled	list	nnt1	ii	at	jj	nn1
9	times	and	in	different	places	nnt2	cc	ii	jj	nn2
18	times	call	for	desperate	measures	nnt2	vv0	if	jj	nn2
6	to	a	dark	corner	of	ii	at1	jj	nn1	io
5	to	a	dead	stop	on	ii	at1	jj	nn1	ii
5	to	a	detailed	discussion	of	ii	at1	jj	nn1	io
6	to	a	different	group	of	ii	at1	jj	nn1	io
36	to	a	different	kind	of	ii	at1	jj	nn1	io
6	to	a	different	level	of	ii	at1	jj	nn1	io
22	to	a	different	part	of	ii	at1	jj	nn1	io
27	to	a	different	set	of	ii	at1	jj	nn1	io
6	to	a	different	sort	of	ii	at1	jj	nn1	io
5	to	a	different	standard	than	ii	at1	jj	nn1	csn
18	to	a	different	type	of	ii	at1	jj	nn1	io
5	to	a	different	way	of	ii	at1	jj	nn1	io
5	to	a	diverse	group	of	ii	at1	jj	nn1	io
16	to	a	dramatic	increase	in	ii	at1	jj	nn1	ii
9	to	a	very	different	kind	ii	at1	rg	jj	nn1
9	to	achieve	the	desired	effect	to	vvi	at	jj	nn1
6	to	achieve	the	desired	goal	to	vvi	at	jj	nn1
9	to	achieve	the	desired	result	to	vvi	at	jj	nn1
10	to	achieve	the	desired	results	to	vvi	at	jj	nn2
6	to	activities	of	daily	living	ii	nn2	io	jj	nn1
7	to	all	different	kinds	of	ii	db	jj	nn2	io
6	to	be	a	dangerous	place	to	vbi	at1	jj	nn1
8	to	be	a	daunting	task	to	vbi	at1	jj	nn1
19	to	be	a	dead	end	to	vbi	at1	jj	nn1
6	to	be	a	defining	moment	to	vbi	at1	jj	nn1
36	to	be	a	different	kind	to	vbi	at1	jj	nn1
6	to	be	a	different	matter	to	vbi	at1	jj	nn1
6	to	be	a	different	person	to	vbi	at1	jj	nn1
6	to	be	a	different	species	to	vbi	at1	jj	nn
10	to	be	a	different	story	to	vbi	at1	jj	nn1
5	to	be	a	difficult	case	to	vbi	at1	jj	nn1
6	to	be	a	difficult	process	to	vbi	at1	jj	nn1
9	to	be	a	difficult	task	to	vbi	at1	jj	nn1
7	to	be	a	difficult	time	to	vbi	at1	jj	nnt1
5	to	be	a	direct	descendant	to	vbi	at1	jj	nn1
9	to	be	a	double	standard	to	vbi	at1	jj	nn1
6	to	be	a	double-edged	sword	to	vbi	at1	jj	nn1
6	to	be	a	driving	force	to	vbi	at1	jj	nn1
10	to	be	in	deep	trouble	to	vbi	ii	jj	nn1
8	to	be	the	deciding	factor	to	vbi	at	jj	nn1
5	to	be	the	defining	moment	to	vbi	at	jj	nn1
23	to	be	the	Democratic	nominee	to	vbi	at	jj	nn1
5	to	be	the	determining	factor	to	vbi	at	jj	nn1
6	to	be	the	dominant	power	to	vbi	at	jj	nn1
18	to	be	the	driving	force	to	vbi	at	jj	nn1
5	to	bear	a	disproportionate	share	to	vvi	at1	jj	nn1
7	to	beat	a	dead	horse	to	vvi	at1	jj	nn1
5	to	become	the	dominant	force	to	vvi	at	jj	nn1
7	to	bridge	the	digital	divide	to	vvi	at	jj	nn1
22	to	build	a	democratic	classroom	to	vvi	at1	jj	nn1
12	to	cast	the	deciding	vote	to	vvi	at	jj	nn1
5	to	choose	a	different	path	to	vvi	at1	jj	nn1
7	to	complete	the	dialing	task	to	vvi	at	jj	nn1
5	to	concentrate	on	domestic	issues	to	vvi	ii	jj	nn2
13	to	conduct	developmental	classroom	lessons	to	vvi	jj	nn1	nn2
7	to	create	a	different	kind	to	vvi	at1	jj	nn1
5	to	create	different	types	of	to	vvi	jj	nn2	io
42	to	desired	degree	of	doneness	ii	jj	nn1	io	nn1
6	to	desired	degree	of	tenderness	ii	jj	nn1	io	nn1
7	to	different	areas	of	the	ii	jj	nn2	io	at
7	to	different	kinds	of	people	ii	jj	nn2	io	nn
35	to	different	parts	of	the	ii	jj	nn2	io	at
7	to	different	points	of	view	ii	jj	nn2	io	nn1
5	to	different	types	of	people	ii	jj	nn2	io	nn
6	to	do	a	damn	thing	to	vdi	at1	jj	nn1
6	to	do	a	decent	job	to	vdi	at1	jj	nn1
5	to	do	a	different	kind	to	vdi	at1	jj	nn1
6	to	do	due	diligence	on	to	vdi	jj	nn1	ii
15	to	do	his	dirty	work	to	vdi	appge	jj	nn1
6	to	do	the	decent	thing	to	vdi	at	jj	nn1
35	to	do	the	dirty	work	to	vdi	at	jj	nn1
16	to	do	their	dirty	work	to	vdi	appge	jj	nn1
5	to	do	your	dirty	work	to	vdi	appge	jj	nn1
7	to	double-blind	review	and	checked	ii22	jj	nn1	cc	vvd
5	to	due	process	of	law	ii	jj	nn1	io	nn1
14	to	earn	a	decent	living	to	vvi	at1	jj	nn1
5	to	earn	a	decent	wage	to	vvi	at1	jj	nn1
5	to	enroll	in	doctoral	study	to	vvi	ii	jj	nn1
14	to	establish	diplomatic	relations	with	to	vvi	jj	nn2	iw
10	to	fall	on	deaf	ears	to	vvi	ii	jj	nn2
168	to	Families	with	Dependent	Children	ii	nn2	iw	jj	nn2
31	to	Families	With	Dependent	Children	ii	nn2	iw	jj	nn2
7	to	families	with	dependent	children	ii	nn2	iw	jj	nn2
9	to	find	a	different	way	to	vvi	at1	jj	nn1
9	to	find	a	diplomatic	solution	to	vvi	at1	jj	nn1
8	to	find	different	ways	to	to	vvi	jj	nn2	to
12	to	focus	on	domestic	issues	to	vvi	ii	jj	nn2
7	to	get	a	decent	job	to	vvi	at1	jj	nn1
5	to	get	a	different	perspective	to	vvi	at1	jj	nn1
5	to	get	the	Democratic	nomination	to	vvi	at	jj	nn1
6	to	go	in	different	directions	to	vvi	ii	jj	nn2
9	to	have	a	decent	life	to	vhi	at1	jj	nn1
6	to	have	a	different	approach	to	vhi	at1	jj	nn1
7	to	have	a	different	attitude	to	vhi	at1	jj	nn1
8	to	have	a	different	kind	to	vhi	at1	jj	nn1
5	to	have	a	different	set	to	vhi	at1	jj	nn1
8	to	have	a	different	view	to	vhi	at1	jj	nn1
24	to	have	a	difficult	time	to	vhi	at1	jj	nnt1
9	to	have	a	direct	effect	to	vhi	at1	jj	nn1
8	to	have	a	direct	impact	to	vhi	at1	jj	nn1
6	to	have	a	double	standard	to	vhi	at1	jj	nn1
5	to	have	a	dramatic	effect	to	vhi	at1	jj	nn1
5	to	have	different	kinds	of	to	vhi	jj	nn2	io
5	to	have	direct	access	to	to	vhi	jj	nn1	ii
7	to	have	the	desired	effect	to	vhi	at	jj	nn1
5	to	keep	a	daily	diary	to	vvi	at1	jj	nn1
5	to	lead	a	double	life	to	vvi	at1	jj	nn1
9	to	live	a	decent	life	to	vvi	at1	jj	nn1
6	to	maintain	a	delicate	balance	to	vvi	at1	jj	nn1
23	to	make	a	decent	living	to	vvi	at1	jj	nn1
6	to	make	a	definitive	diagnosis	to	vvi	at1	jj	nn1
7	to	make	a	different	choice	to	vvi	at1	jj	nn1
10	to	make	a	difficult	decision	to	vvi	at1	jj	nn1
6	to	make	a	direct	comparison	to	vvi	at1	jj	nn1
6	to	make	a	dirty	bomb	to	vvi	at1	jj	nn1
17	to	make	a	down	payment	to	vvi	at1	jj	nn1
6	to	make	a	dramatic	change	to	vvi	at1	jj	nn1
5	to	make	a	drastic	change	to	vvi	at1	jj	nn1
8	to	make	deep	cuts	in	to	vvi	jj	nn2	ii
5	to	make	definitive	statements	about	to	vvi	jj	nn2	ii
6	to	make	different	kinds	of	to	vvi	jj	nn2	io
6	to	make	dramatic	changes	in	to	vvi	jj	nn2	ii
9	to	make	drastic	changes	in	to	vvi	jj	nn2	ii
6	to	make	some	difficult	decisions	to	vvi	dd	jj	nn2
5	to	make	these	delicious	recipes	to	vvi	dd2	jj	nn2
14	to	meet	the	diverse	needs	to	vvi	at	jj	nn2
5	to	open	diplomatic	relations	with	to	vvi	jj	nn2	iw
5	to	people	in	developing	countries	ii	nn	ii	jj	nn2
5	to	people	of	different	races	ii	nn	io	jj	nn2
7	to	play	a	decisive	role	to	vvi	at1	jj	nn1
8	to	play	a	dominant	role	to	vvi	at1	jj	nn1
6	to	prevent	domestic	military	intervention	to	vvi	jj	jj	nn1
8	to	produce	the	desired	result	to	vvi	at	jj	nn1
9	to	produce	the	desired	results	to	vvi	at	jj	nn2
7	to	provide	a	detailed	account	to	vvi	at1	jj	nn1
